customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability
670,1,0,1,1,69,1,2,1,0,0,2,0,2,2,0,1,1,99.45,7007.6,1,0.785
5655,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,19.6,1,0.7933333333333333
217,1,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,81.35,233.7,1,0.845
391,0,0,1,1,22,1,0,1,0,2,0,0,0,2,0,0,2,83.3,1845.9,1,0.755
3941,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,75.3,75.3,1,0.93
6388,0,0,1,1,61,1,0,2,1,1,1,1,1,1,0,1,3,19.4,1182.55,1,0.745
2875,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.55,69.55,1,0.96
155,0,0,1,1,28,1,0,1,0,0,0,0,0,2,0,1,2,81.05,2227.1,1,0.73
602,1,0,1,1,4,1,2,1,0,0,2,0,2,2,0,0,2,101.15,385.9,1,0.875
2682,1,0,0,0,7,1,2,1,0,2,0,0,2,2,0,1,2,99.8,673.25,1,0.915
2499,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.0,55.0,1,0.895
6604,0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,74.7,1,0.955
1617,1,0,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.25,1861.5,1,0.845
190,1,0,0,0,5,1,0,1,0,0,0,2,2,2,0,1,2,96.1,453.4,1,0.855
4205,0,0,1,1,8,1,0,1,0,2,0,0,2,0,0,1,2,83.55,680.05,1,0.81
6411,0,0,0,0,15,1,2,1,0,2,0,0,2,2,0,1,2,100.15,1415.0,0,0.855
5925,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,2,74.35,74.35,1,0.955
5821,1,0,0,0,22,0,1,0,0,2,2,0,0,2,1,1,0,43.75,903.6,1,0.72
4414,0,1,0,0,5,0,1,0,0,2,0,0,0,0,0,0,2,28.45,131.05,1,0.835
5517,0,0,0,0,12,1,2,1,2,2,2,0,0,2,0,1,0,99.7,1238.45,1,0.88
3972,0,1,0,0,20,1,2,1,0,2,2,0,0,2,0,1,2,94.1,1782.4,1,0.91
3232,0,0,1,1,6,1,2,1,0,0,0,2,0,0,0,1,2,80.5,502.85,1,0.81
6613,1,0,0,0,40,1,2,1,0,0,2,2,2,2,0,0,0,104.8,4131.95,1,0.77
157,0,1,1,0,27,1,0,1,2,0,0,0,0,0,0,1,0,75.2,1929.35,1,0.735
4833,0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,0,0,75.6,1758.6,1,0.73
5944,1,0,1,0,34,1,2,1,0,0,2,0,2,2,0,1,2,100.05,3480.0,1,0.79
6528,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,85.0,85.0,1,0.95
923,1,0,0,0,10,1,2,1,0,0,0,0,2,0,0,1,0,86.05,834.1,1,0.89
641,0,0,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,100.25,3527.6,1,0.75
3295,1,0,1,0,56,1,2,1,0,2,0,0,2,2,1,0,1,100.3,5614.45,1,0.745
2527,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,3,75.3,75.3,1,0.885
1977,0,1,0,0,4,1,2,1,0,0,2,0,2,0,0,1,2,89.2,346.2,1,0.895
3672,0,1,0,0,1,1,2,1,0,0,0,0,2,0,0,1,2,85.7,85.7,1,0.945
489,0,0,0,0,12,1,2,0,2,0,2,2,0,0,0,1,3,61.65,713.75,1,0.71
2383,0,1,1,0,65,1,2,1,2,0,2,0,2,2,0,0,0,105.25,6786.4,1,0.72
4626,1,0,1,1,9,0,1,0,0,2,0,0,0,0,0,1,2,29.95,248.95,1,0.79
3335,0,0,1,1,9,1,0,0,2,2,2,2,0,0,0,0,3,65.0,663.05,1,0.71
682,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,0,20.0,137.6,1,0.73
3168,1,1,1,0,49,1,2,1,0,2,0,0,0,2,0,0,1,90.05,4547.25,1,0.76
3588,1,1,1,1,43,1,2,1,0,2,2,2,2,2,0,1,0,110.75,4687.9,1,0.795
5113,0,0,1,1,65,1,2,1,0,2,2,0,2,2,0,1,2,105.5,6985.65,1,0.8
110,1,0,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,85.25,855.3,1,0.93
663,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.55,89.55,1,0.94
1113,1,1,1,0,20,1,2,1,0,0,0,0,2,2,0,1,2,94.55,1899.65,1,0.815
606,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.7,45.7,1,0.895
3991,0,1,0,0,2,1,2,1,0,2,0,0,0,2,0,0,2,89.5,161.5,1,0.84
6734,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,69.55,222.3,1,0.84
1359,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,3,74.6,74.6,1,0.915
2911,0,1,0,0,8,1,0,2,1,1,1,1,1,1,0,0,2,19.65,164.3,1,0.76
3998,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,3,24.25,96.05,1,0.8
5327,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,69.65,145.15,1,0.835
2286,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,75.05,75.05,1,0.91
559,1,1,0,0,52,0,1,0,0,2,0,0,2,2,0,1,2,49.15,2550.9,1,0.745
557,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,2,34.7,62.25,1,0.865
997,1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,2,80.0,80.0,1,0.9
5695,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,71.1,71.1,0,0.995
40,1,1,0,0,2,1,0,0,2,0,0,0,0,0,0,1,2,49.25,91.1,1,0.84
1564,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.1,270.7,1,0.93
5065,0,0,0,0,25,1,0,1,2,2,0,0,0,0,0,1,0,79.85,2015.35,1,0.76
3488,0,0,1,1,4,1,2,1,0,0,0,0,0,2,0,1,2,85.95,381.3,1,0.965
1090,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,45.35,141.5,1,0.845
3720,1,1,1,0,33,1,2,1,0,0,0,0,2,2,0,1,2,94.5,3105.55,1,0.845
1848,0,1,0,0,30,1,2,1,2,2,2,0,0,0,0,0,1,91.7,2758.15,1,0.755
4558,0,0,0,0,45,1,2,1,0,0,2,2,0,0,0,1,2,87.25,3941.7,1,0.775
3618,1,0,0,0,10,1,2,1,2,0,0,0,2,2,0,0,2,98.55,1008.55,1,0.91
4733,1,1,0,0,20,1,2,1,0,0,2,0,2,2,0,1,2,98.55,1842.8,1,0.94
1273,0,0,0,0,22,1,0,1,0,0,0,0,2,2,0,0,2,89.25,1907.85,1,0.8
5228,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.3,208.85,1,0.765
143,1,0,0,0,15,1,2,1,0,0,0,0,2,2,0,1,2,93.35,1444.65,1,0.83
4120,0,0,1,0,5,1,0,1,2,0,2,0,0,2,0,1,3,88.9,454.15,1,0.75
5187,1,0,0,0,2,1,2,1,0,2,0,0,0,0,0,1,2,82.0,184.65,1,0.795
206,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,45.35,89.5,1,0.835
3265,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,52.2,52.2,1,0.78
474,0,1,0,0,46,1,2,1,2,2,2,0,2,2,1,1,2,110.0,4874.8,1,0.72
2095,1,0,0,0,62,1,2,1,0,0,2,0,2,2,1,1,2,96.75,6125.4,1,0.775
999,0,0,0,0,10,1,2,1,0,0,0,2,2,2,0,1,2,98.5,1058.25,1,0.925
2186,1,0,0,0,6,1,0,1,0,2,0,0,2,0,0,1,2,85.35,489.45,1,0.885
2986,1,0,1,0,40,1,2,1,0,2,0,0,2,2,0,1,2,101.3,4113.1,1,0.905
1229,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.55,69.55,1,0.9990000000000001
1532,1,0,0,0,58,1,2,1,0,2,2,0,2,2,1,1,0,103.25,6017.65,1,0.755
3416,1,0,0,0,70,1,2,1,2,0,0,2,2,2,2,1,1,104.0,7250.15,1,0.75
4441,0,0,0,0,2,1,0,1,0,0,2,0,0,2,0,1,3,86.2,178.7,1,0.89
71,1,0,1,0,21,1,2,1,0,2,2,2,2,2,0,1,2,111.2,2317.1,1,0.79
1585,0,0,1,1,16,1,0,1,0,2,2,0,2,0,0,1,1,89.45,1430.25,1,0.815
2541,1,1,1,0,7,1,2,1,0,0,0,0,2,2,0,1,0,95.6,644.35,1,0.94
6497,0,1,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,78.85,292.8,1,0.875
4950,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.4,44.4,1,0.76
2106,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.9,89.9,1,0.895
1639,0,0,0,1,62,1,2,1,0,0,2,0,2,2,1,1,2,100.15,6413.65,1,0.83
1497,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,50.8,50.8,1,0.8
649,1,1,1,0,20,1,0,1,0,2,0,0,0,0,0,1,2,73.65,1463.5,1,0.835
6999,0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,1,2,95.1,307.4,1,0.855
2889,1,0,0,0,22,1,2,1,0,0,0,0,2,2,0,1,1,94.65,2104.55,1,0.75
2562,1,0,1,0,4,1,0,1,0,0,2,2,0,0,0,1,3,80.6,319.15,1,0.83
3572,0,0,0,0,60,0,1,0,0,2,0,0,2,2,0,1,2,50.8,3027.4,1,0.77
119,0,0,0,0,15,1,0,1,2,0,2,2,2,2,0,0,2,105.1,1582.75,1,0.79
6936,1,0,0,0,10,1,0,1,2,2,2,2,2,2,0,1,2,110.1,1043.3,1,0.815
2740,0,0,0,0,6,1,0,1,0,0,2,0,0,2,0,0,2,83.9,497.55,1,0.82
5333,0,0,1,1,63,1,2,1,2,2,2,0,2,0,0,1,2,100.55,6215.35,1,0.76
2674,1,0,1,1,50,1,2,1,0,2,2,0,2,2,0,1,0,103.85,5017.9,1,0.775
6493,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,24.6,24.6,1,0.78
3008,0,0,0,0,12,1,0,1,2,0,0,2,2,2,0,1,0,98.9,1120.95,1,0.92
6842,0,0,0,0,9,1,2,1,0,0,2,0,2,2,0,0,1,98.3,923.5,1,0.92
1871,1,0,0,0,17,1,0,1,2,0,0,0,2,2,0,0,2,93.85,1625.65,1,0.84
531,1,1,0,0,9,1,2,1,0,0,2,0,2,2,0,1,2,100.5,918.6,1,0.985
1282,1,1,0,0,10,1,0,1,0,2,0,0,0,0,0,1,2,72.85,688.65,1,0.88
4610,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,73.55,73.55,1,0.895
5021,0,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,79.4,205.05,1,0.895
6769,0,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,81.15,952.3,1,0.865
3327,0,1,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,84.6,360.1,1,0.975
4530,0,0,0,0,6,1,2,1,2,0,0,0,0,0,0,1,2,79.05,434.5,1,0.705
4729,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,74.4,215.8,1,0.915
4991,1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,99.05,3395.8,1,0.895
2944,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,44.95,85.15,1,0.835
6635,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,44.7,44.7,1,0.765
6430,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.7,45.7,1,0.895
6958,1,1,0,0,8,1,0,1,2,0,0,2,2,2,0,0,1,100.3,832.35,1,0.77
2198,0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,96.0,174.8,1,0.96
5174,0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,90.55,90.55,1,1.0
1955,1,0,0,0,71,1,2,1,2,0,2,2,2,2,2,1,2,108.05,7532.15,1,0.78
4144,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,69.9,1,0.7283333333333333
4706,1,1,1,0,62,1,2,1,0,2,2,0,2,2,1,1,2,103.75,6383.35,1,0.74
6058,1,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,86.6,86.6,1,0.98
2695,0,0,0,0,35,1,2,1,0,2,0,2,0,0,0,0,1,85.3,2917.5,1,0.775
4703,0,0,0,0,34,1,0,1,0,0,0,0,0,0,0,1,1,70.0,2416.1,1,0.755
948,0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,94.3,424.45,1,0.975
5921,0,0,0,0,7,1,0,1,0,0,2,0,2,2,0,1,2,95.35,660.9,1,0.94
1337,1,1,1,0,27,1,2,1,0,0,0,0,0,0,0,1,2,75.5,1893.95,1,0.77
6695,0,0,0,0,18,1,2,1,0,0,0,2,0,2,0,1,2,90.1,1612.75,1,0.81
4959,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,68.95,119.75,1,0.885
3386,1,1,0,0,8,1,2,1,0,0,2,0,2,2,0,1,2,100.6,819.4,1,0.995
2923,0,1,1,1,3,1,0,1,2,0,0,2,2,0,0,1,3,88.3,273.75,1,0.81
2907,0,1,0,0,8,1,0,1,0,0,2,0,2,2,0,1,2,92.1,729.95,1,0.9
7002,1,0,1,0,38,1,0,1,2,2,0,0,0,0,0,1,2,79.45,3013.05,1,0.83
852,1,1,0,0,14,1,0,1,0,0,0,0,2,2,0,0,1,90.45,1266.1,1,0.86
3436,1,0,1,1,32,1,0,1,0,0,0,0,0,0,0,1,0,69.75,2347.9,1,0.765
4012,0,0,0,0,5,0,1,0,0,0,2,0,0,2,0,0,2,39.5,210.75,1,0.86
4229,1,0,1,0,40,1,2,1,0,0,0,0,2,2,0,1,0,97.1,3706.95,1,0.875
4921,0,0,0,0,5,1,0,1,0,0,0,0,0,2,0,1,2,80.0,412.5,1,0.925
1111,0,0,0,0,10,1,0,1,2,0,0,0,2,0,0,1,3,84.7,832.05,1,0.815
432,0,0,0,0,23,1,2,1,2,0,0,0,2,0,0,1,0,90.05,2169.8,1,0.725
3922,1,0,1,0,49,1,2,1,0,2,0,0,2,2,0,1,0,99.05,4853.75,1,0.83
4360,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,69.75,144.55,1,0.98
2164,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,1,49.05,91.1,1,0.81
445,1,0,0,0,7,1,2,1,0,0,2,0,2,2,0,1,0,98.05,713.0,1,0.93
1187,1,1,1,0,46,1,2,1,0,0,2,0,2,2,0,1,2,98.85,4564.9,0,0.935
6951,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.95,171.15,1,0.705
3089,0,1,0,0,13,1,0,1,0,0,2,0,0,0,0,1,2,74.3,940.35,1,0.825
6346,0,1,0,0,11,1,0,1,0,0,0,0,2,2,0,0,0,89.7,1047.7,1,0.91
6233,1,0,1,1,3,1,0,0,0,2,2,0,0,0,0,1,3,56.15,168.15,1,0.8
5222,0,0,1,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.75,769.1,0,0.8
6861,0,0,0,0,4,1,0,1,2,0,2,2,0,2,0,1,0,94.4,387.2,1,0.84
5759,1,1,1,0,39,1,2,1,0,2,2,0,2,2,0,1,2,105.65,4284.8,1,0.87
631,1,0,0,0,7,1,0,1,0,0,2,0,0,0,0,0,3,74.65,544.55,1,0.705
5859,0,0,1,0,14,1,2,0,2,0,0,0,2,0,0,1,0,64.7,941.0,1,0.725
3745,0,1,1,0,11,1,2,1,0,0,2,2,2,2,0,1,0,104.05,1133.65,1,0.91
573,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.55,35.55,1,0.995
5561,0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,95.15,196.9,1,0.955
6238,1,0,1,1,13,1,0,1,0,0,2,0,2,2,0,1,3,96.65,1162.85,1,0.89
2862,0,1,1,0,3,1,0,1,0,0,0,0,2,0,0,1,2,80.4,224.05,1,0.845
4139,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,31.35,31.35,1,0.825
84,0,0,0,0,12,1,2,1,0,2,0,0,2,0,0,1,0,89.75,1052.4,1,0.84
63,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,19.85,19.85,1,0.71
2800,0,0,0,0,6,1,2,1,0,2,2,2,2,2,0,1,1,109.9,669.45,1,0.785
5946,1,1,0,0,21,1,0,0,0,0,2,0,2,0,0,1,0,60.05,1236.15,1,0.73
1084,1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,2,90.45,593.45,1,0.77
4501,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.9,74.9,1,0.785
3895,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.25,80.25,1,0.955
6913,1,0,1,1,17,1,0,1,0,0,0,0,0,0,0,1,2,69.0,1149.65,1,0.85
6964,0,0,1,1,3,1,0,1,0,0,0,0,0,2,0,1,2,80.3,250.05,1,0.83
5651,1,0,0,0,24,1,2,1,0,2,0,0,2,0,0,1,1,90.55,2282.55,1,0.71
1105,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,75.9,143.35,1,0.76
2206,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,45.85,1,0.755
1146,1,0,1,1,34,1,0,1,0,0,0,0,2,0,0,0,2,78.3,2564.3,1,0.745
4116,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.95,228.4,1,0.965
3942,0,1,0,0,16,1,2,1,0,0,0,0,2,2,0,1,2,96.15,1529.2,1,0.975
3935,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,45.3,1,0.92
1953,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.05,45.05,1,0.75
5371,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,75.8,75.8,1,0.855
1361,0,0,0,0,7,1,0,1,0,0,0,0,0,2,0,1,2,79.3,523.15,1,0.905
2829,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,2,30.9,59.05,1,0.87
4829,0,1,1,0,68,1,2,1,0,2,0,0,0,2,0,1,0,89.6,6127.6,1,0.74
1657,1,0,1,0,59,1,2,1,2,2,2,0,2,2,1,1,2,110.15,6448.05,1,0.71
6014,1,1,1,0,15,1,2,1,0,0,0,0,0,2,0,1,0,85.6,1345.55,1,0.865
2347,1,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,86.6,1281.0,1,0.91
5550,0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,85.2,1553.9,1,0.865
4526,0,0,1,0,34,1,2,1,0,0,0,0,2,2,0,1,2,97.65,3207.55,1,0.875
4669,1,0,1,0,47,1,2,1,0,2,2,2,2,2,0,1,2,109.55,5124.55,1,0.755
